,Year,Cause Name,State,Death Counts,State Population(adjusted by year),"Deaths per 100,000 people",Alcohol Consumption,Drunk Driving Penalties,Legal Driving Age,Rural Freeway Speed Limits,Gun Laws,Summer Temperature,Mean Temperature,Winter Temperature,Unemployment Rate,Average Income,Quality of Life,Kids Proportion,Adult Proportion,Elderly Proportion,Smoking Proportion,Air Pollution,Overweight Proportion,High Blood Pressure Proportion
5579,2007,CLRD,Oklahoma,2386,3617000.0,65.97,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,49767.0,17.0,24.4,62.4,13.2,20.10%,7.9,32.8,37.7
5580,2007,CLRD,Ohio,6454,11467000.0,56.279999999999994,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,52407.0,40.0,22.3,64.4,13.3,21.10%,9.0,31.5,34.7
5581,2007,CLRD,North Dakota,265,640000.0,41.410000000000004,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,61285.0,1.0,23.3,62.0,14.7,18.30%,4.5,31.9,29.5
5582,2007,CLRD,North Carolina,4231,9061000.0,46.69,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,50320.0,34.0,22.4,65.6,12.0,17.20%,7.4,31.8,34.7
5583,2007,CLRD,New York,6561,19298000.0,34.0,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,62765.0,37.0,20.9,66.2,12.9,14.10%,7.0,25.5,29.4
5584,2007,CLRD,New Mexico,884,1970000.0,44.87,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,46718.0,8.0,23.4,64.9,11.7,17.50%,5.8,28.3,30.5
5585,2007,CLRD,New Jersey,2991,8686000.0,34.43,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,76475.0,49.0,22.0,64.8,13.2,13.70%,8.3,27.4,33.0
5586,2007,CLRD,New Hampshire,611,1316000.0,46.43,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,71305.0,4.0,19.3,68.7,12.0,15.70%,5.0,26.6,30.0
5587,2007,CLRD,Nevada,1050,2565000.0,40.94,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,55434.0,43.0,22.9,66.1,11.0,17.60%,8.8,25.8,32.6
5588,2007,CLRD,Nebraska,919,1775000.0,51.77,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,56675.0,14.0,24.8,61.6,13.6,15.40%,7.1,32.0,30.6
5589,2007,CLRD,Montana,604,958000.0,63.05,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,50801.0,13.0,21.8,64.8,13.4,17.20%,6.8,25.5,29.0
5590,2007,CLRD,Missouri,3081,5878000.0,52.42,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,51542.0,15.0,22.6,63.9,13.5,20.80%,7.9,31.7,32.0
5591,2007,CLRD,Mississippi,1408,2919000.0,48.24,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,42009.0,6.0,23.9,64.0,12.1,22.20%,7.6,37.3,40.8
5592,2007,CLRD,Minnesota,1758,5198000.0,33.82,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,65699.0,2.0,23.3,64.6,12.1,14.50%,7.1,27.8,26.6
5593,2007,CLRD,Michigan,4624,10072000.0,45.910000000000004,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,52668.0,29.0,21.8,65.9,12.3,19.30%,8.3,32.5,34.7
5594,2007,CLRD,Massachusetts,2332,6450000.0,36.16,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,74167.0,25.0,20.0,66.5,13.5,13.70%,6.0,23.6,28.6
5595,2007,CLRD,Maryland,1901,5618000.0,33.839999999999996,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,78916.0,31.0,22.3,66.4,11.3,13.80%,8.3,29.9,32.4
5596,2007,CLRD,Maine,728,1317000.0,55.279999999999994,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,53024.0,12.0,18.9,66.7,14.4,17.30%,6.5,29.9,34.8
5597,2007,CLRD,Louisiana,1685,4293000.0,39.25,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,46710.0,42.0,23.7,64.7,11.6,23.10%,8.0,35.5,39.0
5598,2007,CLRD,Kentucky,2629,4241000.0,61.99,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,46535.0,27.0,22.7,64.8,12.5,24.60%,8.2,34.2,39.4
5599,2007,CLRD,Kansas,1476,2776000.0,53.169999999999995,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,55477.0,16.0,24.5,62.2,13.3,17.40%,6.9,31.2,32.8
5600,2007,CLRD,Iowa,1660,2988000.0,55.559999999999995,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,56570.0,9.0,23.3,61.8,14.9,17.10%,7.2,32.0,31.5
5601,2007,CLRD,Indiana,3227,6345000.0,50.86000000000001,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,52182.0,48.0,23.6,64.0,12.4,21.80%,8.7,32.5,35.2
5602,2007,CLRD,Illinois,4742,12853000.0,36.89,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,61229.0,47.0,22.6,65.3,12.1,15.50%,9.6,31.6,32.2
5603,2007,CLRD,Idaho,666,1499000.0,44.43,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,50985.0,20.0,25.8,62.9,11.3,14.30%,6.7,27.4,29.8
5604,2007,CLRD,Hawaii,299,1283000.0,23.3,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,74923.0,36.0,21.4,65.3,13.3,12.80%,5.8,23.8,30.6
5605,2007,CLRD,Georgia,3384,9545000.0,35.449999999999996,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,52977.0,32.0,24.1,66.3,9.6,17.50%,8.6,31.4,33.1
5606,2007,CLRD,Florida,9357,18251000.0,51.27,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,50883.0,33.0,20.0,62.4,17.6,16.10%,7.1,27.4,34.6
5607,2007,CLRD,District of Columbia,129,588000.0,21.94,,,,,,,,,,,,,,,,,,
5608,2007,CLRD,Delaware,379,865000.0,43.82,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,63036.0,24.0,21.3,65.7,13.0,17.00%,8.6,30.7,34.9
5609,2007,CLRD,Connecticut,1353,3502000.0,38.64,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,73781.0,38.0,20.7,65.5,13.8,12.70%,7.7,26.0,30.5
5610,2007,CLRD,Colorado,2002,4862000.0,41.18,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,65458.0,10.0,22.5,67.8,9.7,14.60%,6.7,22.3,25.9
5611,2007,CLRD,California,12532,36553000.0,34.28,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,67169.0,50.0,22.9,66.5,10.6,11.30%,11.9,25.0,28.4
5612,2007,CLRD,Arkansas,1656,2835000.0,58.41,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,43813.0,7.0,23.5,62.5,14.0,22.30%,7.1,35.7,41.3
5613,2007,CLRD,Arizona,2686,6339000.0,42.370000000000005,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,53510.0,39.0,23.3,63.7,13.0,15.60%,9.7,29.0,30.7
5614,2007,CLRD,Alaska,175,683000.0,25.619999999999997,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,76114.0,19.0,25.0,69.3,5.7,21.00%,7.4,31.4,31.8
5615,2007,CLRD,Alabama,2530,4628000.0,54.669999999999995,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,46472.0,35.0,22.5,64.5,13.0,20.90%,8.4,35.7,41.9
5616,2007,Alzheimer's disease,Wyoming,110,523000.0,21.029999999999998,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,60938.0,11.0,23.6,64.7,11.7,18.70%,5.0,27.7,30.8
5617,2007,Alzheimer's disease,Wisconsin,1658,5602000.0,29.600000000000005,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,56759.0,3.0,22.1,64.8,13.1,16.00%,6.8,30.7,30.8
5618,2007,Alzheimer's disease,West Virginia,534,1812000.0,29.470000000000002,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,44061.0,45.0,22.4,62.3,15.3,26.00%,7.8,37.7,43.5
5619,2007,Alzheimer's disease,Washington,2689,6468000.0,41.57,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,66174.0,21.0,22.2,66.6,11.2,13.50%,8.0,28.6,29.5
5620,2007,Alzheimer's disease,Virginia,1703,7712000.0,22.08,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,68766.0,41.0,22.1,66.7,11.2,16.40%,7.2,29.0,32.4
5621,2007,Alzheimer's disease,Vermont,205,621000.0,33.01,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,57808.0,26.0,18.7,68.6,12.7,15.80%,5.2,27.1,30.4
5622,2007,Alzheimer's disease,Utah,393,2645000.0,14.860000000000001,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,65325.0,22.0,29.9,61.6,8.5,8.90%,8.3,25.4,24.5
5623,2007,Alzheimer's disease,United States,74632,301621000.0,24.740000000000002,,,,,,,,,,,,,,,,,,
5624,2007,Alzheimer's disease,Texas,4814,23904000.0,20.14,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,57051.0,46.0,26.0,64.1,9.9,15.70%,8.6,34.8,32.5
5625,2007,Alzheimer's disease,Tennessee,2276,6157000.0,36.97,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,48708.0,28.0,22.4,65.2,12.4,22.60%,7.7,29.6,38.7
5626,2007,Alzheimer's disease,South Dakota,346,796000.0,43.47,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,54126.0,5.0,24.7,61.0,14.3,19.30%,5.4,32.3,30.8
5627,2007,Alzheimer's disease,South Carolina,1396,4408000.0,31.669999999999998,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,48781.0,30.0,22.0,65.9,12.1,18.80%,7.4,26.6,38.1
5628,2007,Alzheimer's disease,Rhode Island,328,1058000.0,31.0,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,61043.0,23.0,19.6,65.9,14.5,14.90%,7.6,30.7,33.1
5629,2007,Alzheimer's disease,Pennsylvania,3505,12433000.0,28.189999999999998,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,56951.0,44.0,20.8,63.6,15.6,18.70%,9.7,30.3,32.6
5630,2007,Alzheimer's disease,Oregon,1200,3747000.0,32.029999999999994,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,56119.0,18.0,21.1,66.1,12.8,16.10%,7.7,28.7,30.1
5631,2007,Alzheimer's disease,Oklahoma,927,3617000.0,25.629999999999995,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,49767.0,17.0,24.4,62.4,13.2,20.10%,7.9,32.8,37.7
5632,2007,Alzheimer's disease,Ohio,3671,11467000.0,32.01,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,52407.0,40.0,22.3,64.4,13.3,21.10%,9.0,31.5,34.7
5633,2007,Alzheimer's disease,North Dakota,395,640000.0,61.72,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,61285.0,1.0,23.3,62.0,14.7,18.30%,4.5,31.9,29.5
5634,2007,Alzheimer's disease,North Carolina,2460,9061000.0,27.150000000000002,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,50320.0,34.0,22.4,65.6,12.0,17.20%,7.4,31.8,34.7
5635,2007,Alzheimer's disease,New York,1999,19298000.0,10.36,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,62765.0,37.0,20.9,66.2,12.9,14.10%,7.0,25.5,29.4
5636,2007,Alzheimer's disease,New Mexico,322,1970000.0,16.35,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,46718.0,8.0,23.4,64.9,11.7,17.50%,5.8,28.3,30.5
5637,2007,Alzheimer's disease,New Jersey,1823,8686000.0,20.990000000000002,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,76475.0,49.0,22.0,64.8,13.2,13.70%,8.3,27.4,33.0
5638,2007,Alzheimer's disease,New Hampshire,418,1316000.0,31.759999999999998,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,71305.0,4.0,19.3,68.7,12.0,15.70%,5.0,26.6,30.0
5639,2007,Alzheimer's disease,Nevada,248,2565000.0,9.67,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,55434.0,43.0,22.9,66.1,11.0,17.60%,8.8,25.8,32.6
5640,2007,Alzheimer's disease,Nebraska,512,1775000.0,28.849999999999998,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,56675.0,14.0,24.8,61.6,13.6,15.40%,7.1,32.0,30.6
5641,2007,Alzheimer's disease,Montana,260,958000.0,27.139999999999997,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,50801.0,13.0,21.8,64.8,13.4,17.20%,6.8,25.5,29.0
5642,2007,Alzheimer's disease,Missouri,1681,5878000.0,28.6,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,51542.0,15.0,22.6,63.9,13.5,20.80%,7.9,31.7,32.0
5643,2007,Alzheimer's disease,Mississippi,797,2919000.0,27.3,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,42009.0,6.0,23.9,64.0,12.1,22.20%,7.6,37.3,40.8
5644,2007,Alzheimer's disease,Minnesota,1179,5198000.0,22.68,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,65699.0,2.0,23.3,64.6,12.1,14.50%,7.1,27.8,26.6
5645,2007,Alzheimer's disease,Michigan,2432,10072000.0,24.15,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,52668.0,29.0,21.8,65.9,12.3,19.30%,8.3,32.5,34.7
5646,2007,Alzheimer's disease,Massachusetts,1695,6450000.0,26.279999999999998,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,74167.0,25.0,20.0,66.5,13.5,13.70%,6.0,23.6,28.6
5647,2007,Alzheimer's disease,Maryland,881,5618000.0,15.68,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,78916.0,31.0,22.3,66.4,11.3,13.80%,8.3,29.9,32.4
5648,2007,Alzheimer's disease,Maine,470,1317000.0,35.69,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,53024.0,12.0,18.9,66.7,14.4,17.30%,6.5,29.9,34.8
5649,2007,Alzheimer's disease,Louisiana,1324,4293000.0,30.84,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,46710.0,42.0,23.7,64.7,11.6,23.10%,8.0,35.5,39.0
5650,2007,Alzheimer's disease,Kentucky,1198,4241000.0,28.249999999999996,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,46535.0,27.0,22.7,64.8,12.5,24.60%,8.2,34.2,39.4
5651,2007,Alzheimer's disease,Kansas,860,2776000.0,30.98,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,55477.0,16.0,24.5,62.2,13.3,17.40%,6.9,31.2,32.8
5652,2007,Alzheimer's disease,Iowa,1202,2988000.0,40.23,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,56570.0,9.0,23.3,61.8,14.9,17.10%,7.2,32.0,31.5
5653,2007,Alzheimer's disease,Indiana,1663,6345000.0,26.21,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,52182.0,48.0,23.6,64.0,12.4,21.80%,8.7,32.5,35.2
5654,2007,Alzheimer's disease,Illinois,2734,12853000.0,21.27,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,61229.0,47.0,22.6,65.3,12.1,15.50%,9.6,31.6,32.2
5655,2007,Alzheimer's disease,Idaho,416,1499000.0,27.750000000000004,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,50985.0,20.0,25.8,62.9,11.3,14.30%,6.7,27.4,29.8
5656,2007,Alzheimer's disease,Hawaii,247,1283000.0,19.25,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,74923.0,36.0,21.4,65.3,13.3,12.80%,5.8,23.8,30.6
5657,2007,Alzheimer's disease,Georgia,1849,9545000.0,19.37,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,52977.0,32.0,24.1,66.3,9.6,17.50%,8.6,31.4,33.1
5658,2007,Alzheimer's disease,Florida,4644,18251000.0,25.45,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,50883.0,33.0,20.0,62.4,17.6,16.10%,7.1,27.4,34.6
5659,2007,Alzheimer's disease,District of Columbia,140,588000.0,23.810000000000002,,,,,,,,,,,,,,,,,,
5660,2007,Alzheimer's disease,Delaware,201,865000.0,23.24,1.0,1.0,16.5,65.0,2.0,74.2,55.3,36.1,4.3,63036.0,24.0,21.3,65.7,13.0,17.00%,8.6,30.7,34.9
5661,2007,Alzheimer's disease,Connecticut,764,3502000.0,21.82,1.0,0.0,16.333,65.0,3.0,69.2,49.0,28.5,4.5,73781.0,38.0,20.7,65.5,13.8,12.70%,7.7,26.0,30.5
5662,2007,Alzheimer's disease,Colorado,1109,4862000.0,22.81,1.0,1.0,16.0,75.0,3.0,65.2,45.1,25.8,3.0,65458.0,10.0,22.5,67.8,9.7,14.60%,6.7,22.3,25.9
5663,2007,Alzheimer's disease,California,8497,36553000.0,23.25,1.0,0.0,16.0,70.0,1.0,73.4,59.4,46.2,4.3,67169.0,50.0,22.9,66.5,10.6,11.30%,11.9,25.0,28.4
5664,2007,Alzheimer's disease,Arkansas,824,2835000.0,29.07,0.0,0.0,16.0,70.0,3.0,78.8,60.4,41.5,3.8,43813.0,7.0,23.5,62.5,14.0,22.30%,7.1,35.7,41.3
5665,2007,Alzheimer's disease,Arizona,2051,6339000.0,32.36,0.0,0.0,16.0,75.0,5.0,78.1,60.3,43.6,4.9,53510.0,39.0,23.3,63.7,13.0,15.60%,9.7,29.0,30.7
5666,2007,Alzheimer's disease,Alaska,65,683000.0,9.520000000000001,1.0,0.0,16.0,65.0,5.0,52.3,26.6,2.6,7.3,76114.0,19.0,25.0,69.3,5.7,21.00%,7.4,31.4,31.8
5667,2007,Alzheimer's disease,Alabama,1517,4628000.0,32.78,0.0,0.0,16.0,70.0,4.0,78.6,62.8,46.5,3.8,46472.0,35.0,22.5,64.5,13.0,20.90%,8.4,35.7,41.9
5668,2007,All causes,Wyoming,4266,523000.0,815.6800000000001,1.0,1.0,16.0,75.0,5.0,63.5,42.0,21.2,3.9,60938.0,11.0,23.6,64.7,11.7,18.70%,5.0,27.7,30.8
5669,2007,All causes,Wisconsin,46241,5602000.0,825.44,1.0,1.0,16.0,65.0,4.0,66.8,43.1,17.2,2.9,56759.0,3.0,22.1,64.8,13.1,16.00%,6.8,30.7,30.8
5670,2007,All causes,West Virginia,21086,1812000.0,1163.69,0.0,0.0,16.0,70.0,5.0,70.2,51.8,32.8,5.4,44061.0,45.0,22.4,62.3,15.3,26.00%,7.8,37.7,43.5
5671,2007,All causes,Washington,47323,6468000.0,731.65,1.0,1.0,16.0,70.0,3.0,63.8,48.3,33.0,4.8,66174.0,21.0,22.2,66.6,11.2,13.50%,8.0,28.6,29.5
5672,2007,All causes,Virginia,58225,7712000.0,754.99,1.0,0.0,16.25,70.0,4.0,73.2,55.1,36.8,3.4,68766.0,41.0,22.1,66.7,11.2,16.40%,7.2,29.0,32.4
5673,2007,All causes,Vermont,5179,621000.0,833.98,0.0,0.0,16.0,65.0,5.0,65.1,42.9,19.4,2.8,57808.0,26.0,18.7,68.6,12.7,15.80%,5.2,27.1,30.4
5674,2007,All causes,Utah,14143,2645000.0,534.71,0.0,0.0,16.0,75.0,4.0,69.6,48.6,28.2,3.1,65325.0,22.0,29.9,61.6,8.5,8.90%,8.3,25.4,24.5
5675,2007,All causes,United States,2423712,301621000.0,803.5600000000001,,,,,,,,,,,,,,,,,,
5676,2007,All causes,Texas,160548,23904000.0,671.64,1.0,1.0,16.0,85.0,4.0,81.1,64.8,47.9,4.0,57051.0,46.0,26.0,64.1,9.9,15.70%,8.6,34.8,32.5
5677,2007,All causes,Tennessee,57087,6157000.0,927.19,0.0,0.0,16.0,70.0,4.0,75.6,57.6,39.1,3.4,48708.0,28.0,22.4,65.2,12.4,22.60%,7.7,29.6,38.7
5678,2007,All causes,South Dakota,6826,796000.0,857.54,1.0,0.0,14.25,75.0,4.0,69.9,45.2,19.5,4.4,54126.0,5.0,24.7,61.0,14.3,19.30%,5.4,32.3,30.8
5679,2007,All causes,South Carolina,39439,4408000.0,894.71,1.0,0.0,15.5,70.0,3.0,78.4,62.4,46.1,4.5,48781.0,30.0,22.0,65.9,12.1,18.80%,7.4,26.6,38.1
5680,2007,All causes,Rhode Island,9723,1058000.0,919.0,0.0,0.0,16.5,65.0,3.0,68.8,50.1,31.4,4.8,61043.0,23.0,19.6,65.9,14.5,14.90%,7.6,30.7,33.1
5681,2007,All causes,Pennsylvania,125104,12433000.0,1006.23,0.0,0.0,16.5,65.0,4.0,68.6,48.8,28.4,4.1,56951.0,44.0,20.8,63.6,15.6,18.70%,9.7,30.3,32.6
5682,2007,All causes,Oregon,31403,3747000.0,838.08,1.0,0.0,16.0,65.0,3.0,63.7,48.4,34.0,4.0,56119.0,18.0,21.1,66.1,12.8,16.10%,7.7,28.7,30.1
5683,2007,All causes,Oklahoma,36032,3617000.0,996.1800000000001,1.0,1.0,16.0,75.0,4.0,79.6,59.6,39.1,4.4,49767.0,17.0,24.4,62.4,13.2,20.10%,7.9,32.8,37.7
5684,2007,All causes,Ohio,106534,11467000.0,929.05,1.0,0.0,16.0,70.0,4.0,70.9,50.7,29.5,2.6,52407.0,40.0,22.3,64.4,13.3,21.10%,9.0,31.5,34.7
5685,2007,All causes,North Dakota,5561,640000.0,868.91,0.0,1.0,15.0,75.0,4.0,66.6,40.4,12.2,4.5,61285.0,1.0,23.3,62.0,14.7,18.30%,4.5,31.9,29.5
5686,2007,All causes,North Carolina,76046,9061000.0,839.27,0.0,0.0,16.0,70.0,4.0,75.7,59.0,42.1,4.6,50320.0,34.0,22.4,65.6,12.0,17.20%,7.4,31.8,34.7
5687,2007,All causes,New York,147680,19298000.0,765.26,1.0,0.0,16.5,65.0,1.0,66.5,45.4,23.3,5.6,62765.0,37.0,20.9,66.2,12.9,14.10%,7.0,25.5,29.4
5688,2007,All causes,New Mexico,15482,1970000.0,785.89,1.0,1.0,15.5,75.0,4.0,71.4,53.4,36.1,4.6,46718.0,8.0,23.4,64.9,11.7,17.50%,5.8,28.3,30.5
5689,2007,All causes,New Jersey,69662,8686000.0,802.0,1.0,0.0,17.0,65.0,1.0,72.2,52.7,33.0,2.6,76475.0,49.0,22.0,64.8,13.2,13.70%,8.3,27.4,33.0
5690,2007,All causes,New Hampshire,10303,1316000.0,782.9,0.0,1.0,16.0,65.0,5.0,65.5,43.8,21.1,4.9,71305.0,4.0,19.3,68.7,12.0,15.70%,5.0,26.6,30.0
5691,2007,All causes,Nevada,18687,2565000.0,728.54,1.0,1.0,16.0,75.0,3.0,69.0,49.9,32.2,2.8,55434.0,43.0,22.9,66.1,11.0,17.60%,8.8,25.8,32.6
5692,2007,All causes,Nebraska,15263,1775000.0,859.8900000000001,1.0,1.0,16.0,75.0,3.0,71.8,48.8,25.7,4.1,56675.0,14.0,24.8,61.6,13.6,15.40%,7.1,32.0,30.6
5693,2007,All causes,Montana,8624,958000.0,900.21,1.0,1.0,15.0,75.0,4.0,64.2,42.7,21.2,3.6,50801.0,13.0,21.8,64.8,13.4,17.20%,6.8,25.5,29.0
5694,2007,All causes,Missouri,54166,5878000.0,921.5,0.0,1.0,16.0,70.0,5.0,75.4,54.5,32.3,4.5,51542.0,15.0,22.6,63.9,13.5,20.80%,7.9,31.7,32.0
5695,2007,All causes,Mississippi,28255,2919000.0,967.97,1.0,0.0,16.0,70.0,5.0,79.5,63.4,46.7,3.2,42009.0,6.0,23.9,64.0,12.1,22.20%,7.6,37.3,40.8
5696,2007,All causes,Minnesota,37138,5198000.0,714.47,1.0,1.0,16.0,70.0,2.0,66.8,41.2,12.5,4.7,65699.0,2.0,23.3,64.6,12.1,14.50%,7.1,27.8,26.6
5697,2007,All causes,Michigan,86721,10072000.0,861.0099999999999,0.0,0.0,16.0,70.0,3.0,66.2,44.4,21.7,3.5,52668.0,29.0,21.8,65.9,12.3,19.30%,8.3,32.5,34.7
5698,2007,All causes,Massachusetts,52917,6450000.0,820.4200000000001,1.0,0.0,16.5,65.0,2.0,68.0,47.9,27.4,4.3,74167.0,25.0,20.0,66.5,13.5,13.70%,6.0,23.6,28.6
5699,2007,All causes,Maryland,43757,5618000.0,778.87,1.0,1.0,16.5,65.0,1.0,73.3,54.2,34.7,2.7,78916.0,31.0,22.3,66.4,11.3,13.80%,8.3,29.9,32.4
5700,2007,All causes,Maine,12493,1317000.0,948.6,1.0,0.0,16.0,75.0,5.0,63.7,41.0,16.8,4.4,53024.0,12.0,18.9,66.7,14.4,17.30%,6.5,29.9,34.8
5701,2007,All causes,Louisiana,39966,4293000.0,930.9599999999999,1.0,0.0,16.0,75.0,3.0,81.1,66.4,50.9,4.0,46710.0,42.0,23.7,64.7,11.6,23.10%,8.0,35.5,39.0
5702,2007,All causes,Kentucky,40090,4241000.0,945.3,1.0,1.0,16.5,70.0,4.0,74.5,55.6,35.9,3.4,46535.0,27.0,22.7,64.8,12.5,24.60%,8.2,34.2,39.4
5703,2007,All causes,Kansas,24491,2776000.0,882.24,0.0,0.0,16.0,75.0,5.0,76.4,54.3,31.9,2.8,55477.0,16.0,24.5,62.2,13.3,17.40%,6.9,31.2,32.8
5704,2007,All causes,Iowa,27221,2988000.0,911.0099999999999,1.0,0.0,16.0,70.0,3.0,71.6,47.8,21.7,3.2,56570.0,9.0,23.3,61.8,14.9,17.10%,7.2,32.0,31.5
5705,2007,All causes,Indiana,54000,6345000.0,851.0600000000001,0.0,1.0,16.25,70.0,4.0,72.4,51.7,29.4,4.6,52182.0,48.0,23.6,64.0,12.4,21.80%,8.7,32.5,35.2
5706,2007,All causes,Illinois,100503,12853000.0,781.9399999999999,1.0,1.0,16.0,65.0,2.0,73.4,51.8,28.3,2.9,61229.0,47.0,22.6,65.3,12.1,15.50%,9.6,31.6,32.2
5707,2007,All causes,Idaho,10822,1499000.0,721.95,0.0,1.0,15.0,75.0,5.0,63.7,44.4,25.4,2.1,50985.0,20.0,25.8,62.9,11.3,14.30%,6.7,27.4,29.8
5708,2007,All causes,Hawaii,9495,1283000.0,740.06,1.0,1.0,16.0,60.0,1.0,72.2,70.0,67.4,4.4,74923.0,36.0,21.4,65.3,13.3,12.80%,5.8,23.8,30.6
5709,2007,All causes,Georgia,68331,9545000.0,715.88,1.0,1.0,16.0,70.0,4.0,78.7,63.5,47.8,4.4,52977.0,32.0,24.1,66.3,9.6,17.50%,8.6,31.4,33.1
5710,2007,All causes,Florida,168096,18251000.0,921.02,0.0,1.0,16.0,70.0,4.0,81.0,70.7,59.4,3.9,50883.0,33.0,20.0,62.4,17.6,16.10%,7.1,27.4,34.6
